335	PARKER'S MOOD
340	PAUL'S PAL
341	PERFIDIA
342	PERSONALITY
344	PETER GUNN
346	THE PINK PANTHER
348	TO LOVE PLEASE SEND ME SOMEONE
350	PUNK JAZZ
343	PUTTIN' ON THE RITZ
352	QUASIMODO
354	REAL LOVE
353	RED'S GOOD GROOVE
356	RELAXIN' AT THE CAMARILLO
358	A REMARK YOU MADE
357	RESOLUTION(PART II)
360	REUNION BLUES
362	REVELATION
364	RIBBON IN THE SKY
366	RIVER PEOPLE
361	RIVER, STAY 'WAY FROM MY DOOR
368	ROUND UP THE USUAL SUSPECTS
370	SABROSO
369	SAMBA CANTINA
372	SAMBA SONG
374	SATURDAY NIGHT (IS THE LONELIEST NIGHT OF THE WEEK)
376	SAVE YOUR LOVE FOR ME
375	SCREAMIN' THE BLUES
378	SENOR BLUES
380	SENOR MOUSE
382	SERENADE TO A BUS BEAT
383	SERENGETI WALK (SLIPPIN' IN THE BACK DOOR)
384	THE SERMON
385	SETTIN' THE PACE
386	THE SHADOW OF YOUR SMILE
387	SHIVERS
388	SHORT STUFF
389	SIDE BY SIDE
390	SIMPLE SAMBA
392	SIR DUKE
394	SIR JOHN
396	SIX AND FOUR
398	64 BARS ON WILSHIRE
395	SKATING
400	SLEEP WARM
401	SMILE
402	SNAKES
404	SNEAKIN' UP BEHIND YOU
406	SO EASY
407	SO SORRY PLEASE
408	SOLO FLIGHT
409	SOME DAY (YOU'LL WANT ME TO WANT YOU)
410	SOMEBODY ELSE IS TAKING MY PLACE
411	SOMEONE TO LIGHT UP MY LIFE (SE TODOS FOSSEM IGUAIS A VOCE)
412	SOMEWHERE ALONG THE WAY
414	A SONG FOR YOU
413	SONOR
416	SOOKIE SOOKIE
418	SOUTH OF THE BORDER (DOWN MEXICO WAY)
420	SPAIN
421	THEME FROM SPIDER MAN
422	SPINNING WHEEL
423	STAR SONG
424	STEP LIGHTLY
426	STICKS
428	STRAIGHT AHEAD
427	STRANGE FRUIT
430	STREET LIFE
432	STUFFY
433	SUGAR BLUES
434	SULTRY SERENADE (HOW COULD YOU DO A THING LIKE THAT TO ME)
435	SUMMERTIME
436	SUNNY
437	SUNRISE SERENADE
438	SURE THING
439	SWANEE
440	SWAY (QUIEN SERA)
441	THE SWEETHEART TREE
442	SWING 42
443	SWINGING AT THE HAVEN
444	SYMPHONY
445	TAKING A CHANCE ON LOVE
446	TALK TO ME
447	TEARS INSIDE
448	THAT'S LIFE
449	THAT'S MY DESIRE
450	THEM THERE EYES
451	THEME FOR JOBIM
452	THERE'S NO YOU
453	THERMO
454	THEY SAY IT'S SPRING
455	34 SKIDOO
456	THIS LOVE OF MINE
458	THREE VIEWS OF A SECRET
457	TO LOVE AND BE LOVED
460	THE TOKYO BLUES
462	TOO DARN HOT
463	TOO YOUNG TOGO STEADY
464	TUXEDO JUNCTION
465	TWELVE TONE TUNE
466	TWO BASS HIT
468	245
469	TWO SLEEPY PEOPLE
470	UGETSU
471	UNIT 7
472	UP WITH THE LARK
474	VOYAGE
475	WABASH
476	WALK ON BY
478	WALLFLOWER
477	WAY OUT WEST
480	WEST END BLUES
482	WESTERN REUNION
483	WHAP
484	WHAT A FOOL BELIEVES
486	WHAT ARE YOU DOING NEW YEAR'S EVE
488	WHAT YOU WON'T DO FOR LOVE
487	WHAT'D I SAY
490	WHEN THE RED, RED ROBIN COMES BOB, BOB BOBBIN' ALONG
491	WHEN THE WORLD WAS YOUNG
492	WHEN WILL THE BLUES LEAVE
494	WHISTLING AWAY THE DARK
493	WHO
496	WHY CAN'T YOU BEHAVE
497	WHY WAS I BORN
498	THE WIND
499	WITH THE WIND AND THE RAIN IN YOUR HAIR
500	A WONDERFUL GUY
501	YES SIR,THAT'S MY BABY
502	YOU ARE MY SUNSHINE
503	YOU ARE THERE
504	YOU CALL IT MADNESS (BUT I CALL IT LOVE)
505	YOU CAME A LONG WAY FROM ST LOUIS
506	YOU'RE EVERYTHING
508	YOU'RE LOOKING AT ME
509	YOU'RE THE CREAM IN MY COFFEE
510	YOUNG AND FOOLISH
