10	ACROSS THE ALLEY FROM THE ALAMO
11	ADIOS
12	AFTER THE RAIN
14	AGUAS DE MARCO (WATERS OF MARCH)
16	ALL NIGHT LONG
17	ALL TOO SOON
18	ALLEN'S ALLEY
19	ALWAYS TRUE TO YOU IN MY FASHION
20	AND ALL THAT JAZZ
22	ANGELA
24	APPLE CORE
25	ARE YOU REAL
26	AS LONG AS HE NEEDS ME
28	AS WE SPEAK
30	ASHES TO ASHES
27	AUNT HAGAR'S BLUES
32	AZURE-TE (PARIS BLUES)
33	BABY ELEPHANT WALK
34	BABY JUST COME HOME TO ME
36	BACK IN YOUR OWN BACKYARD
38	BAG'S NEW GROOVE
37	BALLIN' THE JACK
40	BANDSTAND BOOGIE
41	THE BEST IS YET TO COME
42	BILL
43	BIM-BOM
44	BIRD SONG
45	BIRDS OF A FEATHER
46	BLACK BYRD
47	BLACKBIRD
48	BLUE FRIDAY
49	BLUE SOUL
50	BLUES FOR JUNIOR
51	BLUES IN FRANKIE'S FLAT
52	BLUES IN TIME
53	BLUES THE MOST
54	BOPZILLA
56	BORN TO BE BAD
55	BORN TO BE BLUE
58	BOY MEETS HORN
60	BREAK OUT THE BLUES
61	BREMOND'S BLUES
62	BROWN HORNET
64	BUSTER'S LAST STAND
65	BUT SHE'S MY BUDDY'S CHICK
66	BUTTON UP YOUR OVERCOAT
68	CAKE WALKING BABIES FROM HOME
67	CAN'T BUY ME LOVE
70	THE CAPE VERDEAN BLUES
72	CHANGE OF SEASON
74	CHARADE
76	CHASING THE BIRD
73	THE CHICKEN
78	CHILDREN OF THE NIGHT
80	THE CHRISTMAS SONG (CHESTNUTS ROASTING ON AN OPEN FIRE)80
81	CHRISTMAS TIME IS HERE
82	CHRISTOPHER COLUMBUS
84	CHROMOZONE
83	CLOCKWISE
86	CLOSE AS PAGES IN A BOOK
87	COCKTAILS FOR TWO
88	COME CANDELLIA
90	COME DANCE WITH ME
89	COMES LOVE
92	COMPARED TO WHAT
93	A COOL SHADE OF BLUE
94	CURVES AHEAD
96	DADDY
97	DAHOMEY DANCE
98	DANCE ONLY WITH ME
99	THE DAYS OF WINE AND ROSES
100	DEACON BLUES
102	DEAR HEART
103	DEEP PURPLE
104	DEVIL MAY CARE
106	DEXTER DIGS IN
107	DEXTIVITY
108	DINNER FOR ONE, PLEASE JAMES
109	THE DISGUISE
110	DJANGOLOGY
111	DO I LOVE YOU
112	DOCTOR JAZZ
113	DON'TBE THAT WAY
114	DON'T YOU KNOW I CARE (OR DONT YOU CARE TO KNOW)
115	DOODLIN'
116	DOWN
117	DOWN UNDER
118	DOWN WITH LOVE
119	DRAGONFLY
120	DUKE'S PLACE
121	THE EARL
122	EFFENDI
124	EL HOMBRE
125	ELEVATION
126	EVERYBODY LOVES MY BABY (BUT MY BABY DON'T LOVE NOBODY BUT ME)
127	EVERYDAY I HAVE THE BLUES
128	EV'RYTHING I'VE GOT
130	FEDERICO
132	A FELICIDADE
129	FESTIVE MINOR
134	FLAMINGO
136	FLIP, FLOP AND FLY
135	A FOGGY DAY (IN LONDON TOWN)
138	FOR YOU, FOR ME, FOR EVERMORE
139	FRIENDS
140	FUCHSIA SWING SONG
142	GETTIN' OVER THE BLUES
141	GINGER BREAD BOY
144	GINZA SAMBA
146	GIRL WITH HIS SMILE AND MY EYES
148	GIVE ME THE NIGHT
145	GOIN' TO MINTON'S
150	GOIN' OUT OF MY HEAD
151	GOLDEN EARRINGS
152	THE GOOD LIFE
153	GOODBYE
154	GREEN HAZE
155	GUESS WHO I SAW TODAY
156	THE GYPSY
157	GYPSY JINGLE-JANGLE
158	HALLELUJAH I LOVE HIM (HER) SO
159	HAPPY GO LUCKY LOCAL
160	HAPPY WITH THE BLUES
161	HEAR YE
162	HEARTACHES
163	HELEN'S SONG
164	HIDEAWAY
166	HINDUSTAN
167	HIT THE ROAD TO DREAMLAND
168	HOE-DOWN
170	HOME
172	A HOUSE IS NOT A HOME
174	HOW LITTLE WE KNOW
173	HUMPTY DUMPTY
176	A HUNDRED YEARS FROM TODAY
177	I CAN DREAM, CAN'T I
178	I COULD EAT YOUR WORDS
180	I DIDN'T KNOW ABOUT YOU
181	I GOT A WOMAN
182	I GOT RHYTHM
183	I GOT YOU (I FEEL GOOD)
184	I GUESS I'LL HAVE TO CHANGE MY PLAN
185	I HADN'T ANYONE TILL YOU
186	I LOVE LUCY
187	I LOVE MY BABY (MY BABY LOVES ME)
188	I REMEMBER DUKE
189	I SAW STARS
190	I SAY A LITTLE PRAYER
192	I SEE YOUR FACE BEFORE ME
193	I SHOT THE SHERIFF
194	I TOLD YA I LOVE YA NOW GET OUT
196	I WALK WITH MUSIC
197	I WOULDN'T TRADE YOU
198	I'D RATHER BE BLUE OVER YOU
199	I'M A DREAMER AREN'T WE ALL
200	I'M GONNA GO FISHIN'
201	I'VE GOT MY EYES ON YOU
202	I'VE GOT YOUR NUMBER
204	IF EVER I WOULD LEAVE YOU
206	IF I RULED THE WORLD
208	IF I WERE BLUE
203	IF YOU COULD SEE ME NOW
210	IF YOU GO
211	IN A SILENT WAY
212	THE "IN" CROWD
214	IN THE ARMS OF LOVE
215	IN THE BLUE OF EVENING
216	INNER SPACE
218	INTERMISSION RIFF
219	IT WAS A VERY GOOD YEAR
220	IT WAS WRITTEN IN THE STARS
222	IT'S A LONESOME OLD TOWN
221	IT'S MAGIC
224	IT'S YOU
225	IVY
226	JA-DA
227	JAMENTO
228	JAYNE
230	JERU
229	JOHN'S BUNCH
232	JOHNNY ONE NOTE
233	JOHNNY'S THEME
234	THE JOINT IS JUMPIN'
236	JUMP FOR JOY
237	JUST FRIENDS
238	KANSAS CITY
240	KEY LARGO
241	KILLING ME SOFTLY WITH HIS SONG
242	KIM
244	KO KO
246	LAMENT FOR BOOKER
248	LAS GUAJIRAS
243	LAURIE
250	LEAN ON ME
252	LESTER LEFT TOWN
253	LET THERE BE YOU
254	LETTER TO EVAN
255	LIFE IS JUST A BOWL OF CHERRIES
256	LIGHT AS A FEATHER
258	LILAC WINE
260	LINUS AND LUCY
262	LISA
259	LISTEN HERE
264	LOLLIPOPS AND ROSES
265	LONELY GIRL
266	LONG TALL DEXTER
268	LOOSE ENDS
267	LOST
270	LOVE WISE
271	LOVELY TO LOOK AT
272	LOW DOWN AND DIRTY
274	MAD ABOUT HIM,SAD WITHOUT HIM, HOW CAN I BE GLAD WITHOUT HIM BLUES
273	MAD ABOUT THE BOY
276	MAKE BELIEVE
277	THE MAN WITH THE HORN
278	MANANA
280	MANILA
279	MAYBE THIS TIME
282	MAYBE YOU'LL BE THERE
283	MEMPHIS IN JUNE
284	MINOR SWING
286	MINUTE BY MINUTE
285	MIRROR, MIRROR
288	MISS FINE
289	MISSION: IMPOSSIBLE THEME
290	MISSION TO MOSCOW
292	MR. LUCKY
293	MR. WONDERFUL
294	MOMENT TO MOMENT
296	THE MOOCH
295	MOON OVER MIAMI
298	MOONLIGHT COCKTAIL
299	MOVIN' ALONG (SID'S TWELVE)
300	MY BELLS
301	NAGASAKI
302	NEVER NEVER LAND
303	NIGERIAN MARKET PLACE
304	NIGHT AND DAY
306	NIGHT LIGHTS
307	A NIGHT ON BOP MOUNTAIN
308	NIGHTWINGS
310	NIPPON SOUL
311	NOBLESSE
312	NOT REALLY THE BLUES
314	NOTHING PERSONAL
315	O MORRO NAO TEM VEZ (FAVELA) (SOMEWHERE IN THE HILLS)
316	O PATO (THE DUCK)
317	OH, HOW MY HEART BEATS FOR YOU
318	OL' MAN RIVER
319	OLE BUTTERMILK SKY
320	ON BROADWAY
321	ON GREEN DOLPHIN STREET
322	ON THE BORDER
323	ONCE UPON A SUMMERTIME
324	ONE FOR HELEN
326	ONE MINT JULEP
328	ONLY THE LONELY
325	O.P.
330	OPEN COUNTRY
332	OPUS DE FUNK
333	OPUS ONE
334	OUR DAY WILL COME
336	OUTRA VEZ
338	PALLADIUM
