10	AFRICAN FLOWER
11	AFRO BLUE
12	AFTERNOON IN PARIS
14	AGUA DE BEBER (WATER TO DRINK)
13	AIREGIN
16	ALFIE
17	ALICE IN WONDERLAND
18	ALL BLUES
19	ALL BY MYSELF
20	ALL OF ME
21	ALL OF YOU
22	ALL THE THINGS YOU ARE
24	ALRIGHT, OKAY, YOU WIN
23	ALWAYS
26	ANA MARIA
28	ANGEL EYES
29	ANTHROPOLOGY
30	APPLE HONEY
32	APRIL IN PARIS
33	APRIL JOY
34	ARISE, HER EYES
36	ARMAGEDDON
37	AU PRIVAVE
38	AUTUMN IN NEW YORK
39	AUTUMN LEAVES
40	BEAUTIFUL LOVE
41	BEAUTY AND THE BEAST
42	BESSIE'S BLUES
43	BEWITCHED
44	BIG NICK
45	BLACK COFFEE
46	BLACK DIAMOND
47	BLACK NARCISSUS
48	BLACK NILE
49	BLACK ORPHEUS
50	BLUE BOSSA
51	BLUE IN GREEN
52	BLUE MONK
53	THE BLUE ROOM
54	BLUE TRAIN
55	BLUES FOR ALICE
56	BLUESETTE
57	BODY AND SOUL
58	BOPLICITY
59	BRIGHT SIZE LIFE
60	BROAD WAY BLUES
61	BROADWAY
62	BUT BEAUTIFUL
63	BUTTERFLY
64	BYRD LIKE
65	C'EST SI BON (IT'S SO GOOD)
66	CALL ME
67	CALL ME IRRESPONSIBLE
68	CAN'T HELPLOVIN’DAT MAN
70	CAPTAIN MARVEL
69	CENTRAL PARK WEST
72	CEORA
74	CHEGA DE SAUDADE (NO MORE BLUES)
73	CHELSEA BELLS
76	CHELSEA BRIDGE
77	CHEROKEE (INDIAN LOVE SONG)
78	CHERRY PINK AND APPLE BLOSSOM WHITE
79	A CHILD IS BORN
80	CHIPPIE
81	CHITLINS CON CARNE
82	COME SUNDAY
83	COMO EN VIETNAM
84	CON ALMA
86	CONTRACEPTION
87	CONFIRMATION
88	CONTEMPLATION
89	CORAL
90	COTTON TAIL
91	COULD IT BE YOU
92	COUNTDOWN
93	CRESCENT
94	CRYSTAL SILENCE
95	D NATURAL BLUES
96	DAAHOUD
98	DANCING ON THE CEILING
99	DARN THAT DREAM
100	DAY WAVES
101	DAYS AND NIGHTS WAITING
102	DEAR OLD STOCKHOLM
103	DEARLY BELOVED
104	DEDICATED TO YOU
106	DELUGE
108	DESAFINADO
110	DESERT AIR
105	DETOUR AHEAD
112	DEXTERITY
113	DIZZY ATMOSPHERE
